fare_id,route_id,origin_id,destination_id
741_5002_5683_5850,,5683,5850
741_5002_5683_5853,,5683,5853
741_5002_5683_5854,,5683,5854
741_5002_5683_5858,,5683,5858
741_5002_5683_5859,,5683,5859
741_5002_5683_5867,,5683,5867
741_5002_5683_5901,,5683,5901
741_5002_5683_6104,,5683,6104
741_5002_5683_6417,,5683,6417
741_5002_5683_6418,,5683,6418
741_5002_5683_6427,,5683,6427
741_5002_5683_6429,,5683,6429
741_5002_5683_6497,,5683,6497
741_5002_5683_6555,,5683,6555
741_5002_5683_6556,,5683,6556
741_5002_5683_6595,,5683,6595
741_5002_5683_6601,,5683,6601
741_5002_5683_6656,,5683,6656
741_5002_5683_6665,,5683,6665
741_5002_5683_8010,,5683,8010
741_5002_5847_5603,,5847,5603
741_5002_5847_5848,,5847,5848
741_5002_5847_5849,,5847,5849
741_5002_5847_5850,,5847,5850
741_5002_5847_5853,,5847,5853
741_5002_5847_5854,,5847,5854
741_5002_5847_5858,,5847,5858
741_5002_5847_5859,,5847,5859
741_5002_5847_5867,,5847,5867
741_5002_5847_5901,,5847,5901
741_5002_5847_6104,,5847,6104
741_5002_5847_6417,,5847,6417
741_5002_5847_6418,,5847,6418
741_5002_5847_6427,,5847,6427
741_5002_5847_6429,,5847,6429
741_5002_5847_6497,,5847,6497
741_5002_5847_6555,,5847,6555
741_5002_5847_6595,,5847,6595
741_5002_5847_6656,,5847,6656
741_5002_5847_6665,,5847,6665
741_5002_5847_8010,,5847,8010
741_5002_5848_5603,,5848,5603
741_5002_5848_6104,,5848,6104
741_5002_5848_6497,,5848,6497
741_5002_5848_6555,,5848,6555
741_5002_5848_6595,,5848,6595
741_5002_5848_8010,,5848,8010
741_5002_5849_5603,,5849,5603
741_5002_5849_5848,,5849,5848
741_5002_5849_6104,,5849,6104
741_5002_5849_6427,,5849,6427
741_5002_5849_6497,,5849,6497
741_5002_5849_6555,,5849,6555
741_5002_5849_6595,,5849,6595
741_5002_5849_8010,,5849,8010
741_5002_5850_5603,,5850,5603
741_5002_5850_5848,,5850,5848
741_5002_5850_5849,,5850,5849
741_5002_5850_5853,,5850,5853
741_5002_5850_5854,,5850,5854
741_5002_5850_5858,,5850,5858
741_5002_5850_5859,,5850,5859
741_5002_5850_5867,,5850,5867
741_5002_5850_5901,,5850,5901
741_5002_5850_6104,,5850,6104
741_5002_5850_6417,,5850,6417
741_5002_5850_6418,,5850,6418
741_5002_5850_6427,,5850,6427
741_5002_5850_6429,,5850,6429
741_5002_5850_6497,,5850,6497
741_5002_5850_6555,,5850,6555
741_5002_5850_6595,,5850,6595
741_5002_5850_6656,,5850,6656
741_5002_5850_6665,,5850,6665
741_5002_5850_8010,,5850,8010
741_5002_5853_5603,,5853,5603
741_5002_5853_5848,,5853,5848
741_5002_5853_5849,,5853,5849
741_5002_5853_6104,,5853,6104
741_5002_5853_6417,,5853,6417
741_5002_5853_6427,,5853,6427
741_5002_5853_6497,,5853,6497
741_5002_5853_6555,,5853,6555
741_5002_5853_6595,,5853,6595
741_5002_5853_8010,,5853,8010
741_5002_5854_5603,,5854,5603
741_5002_5854_5848,,5854,5848
741_5002_5854_5849,,5854,5849
741_5002_5854_5853,,5854,5853
741_5002_5854_5858,,5854,5858
741_5002_5854_5859,,5854,5859
741_5002_5854_5867,,5854,5867
741_5002_5854_5901,,5854,5901
741_5002_5854_6104,,5854,6104
741_5002_5854_6417,,5854,6417
741_5002_5854_6427,,5854,6427
741_5002_5854_6497,,5854,6497
741_5002_5854_6555,,5854,6555
741_5002_5854_6595,,5854,6595
741_5002_5854_6656,,5854,6656
741_5002_5854_6665,,5854,6665
741_5002_5854_8010,,5854,8010
741_5002_5858_5603,,5858,5603
741_5002_5858_5848,,5858,5848
741_5002_5858_5849,,5858,5849
741_5002_5858_5853,,5858,5853
741_5002_5858_5859,,5858,5859
741_5002_5858_5867,,5858,5867
741_5002_5858_5901,,5858,5901
741_5002_5858_6104,,5858,6104
741_5002_5858_6417,,5858,6417
741_5002_5858_6427,,5858,6427
741_5002_5858_6497,,5858,6497
741_5002_5858_6555,,5858,6555
741_5002_5858_6595,,5858,6595
741_5002_5858_6656,,5858,6656
741_5002_5858_6665,,5858,6665
741_5002_5858_8010,,5858,8010
741_5002_5859_5603,,5859,5603
741_5002_5859_5848,,5859,5848
741_5002_5859_5849,,5859,5849
741_5002_5859_5853,,5859,5853
741_5002_5859_6104,,5859,6104
741_5002_5859_6417,,5859,6417
741_5002_5859_6427,,5859,6427
741_5002_5859_6497,,5859,6497
741_5002_5859_6555,,5859,6555
741_5002_5859_6595,,5859,6595
741_5002_5859_6665,,5859,6665
741_5002_5859_8010,,5859,8010
741_5002_5867_5603,,5867,5603
741_5002_5867_5848,,5867,5848
741_5002_5867_5849,,5867,5849
741_5002_5867_5853,,5867,5853
741_5002_5867_5859,,5867,5859
741_5002_5867_5901,,5867,5901
741_5002_5867_6104,,5867,6104
741_5002_5867_6417,,5867,6417
741_5002_5867_6427,,5867,6427
741_5002_5867_6497,,5867,6497
741_5002_5867_6555,,5867,6555
741_5002_5867_6595,,5867,6595
741_5002_5867_6665,,5867,6665
741_5002_5867_8010,,5867,8010
741_5002_5901_5603,,5901,5603
741_5002_5901_5848,,5901,5848
741_5002_5901_5849,,5901,5849
741_5002_5901_5853,,5901,5853
741_5002_5901_5859,,5901,5859
741_5002_5901_6104,,5901,6104
741_5002_5901_6417,,5901,6417
741_5002_5901_6427,,5901,6427
741_5002_5901_6497,,5901,6497
741_5002_5901_6555,,5901,6555
741_5002_5901_6595,,5901,6595
741_5002_5901_6665,,5901,6665
741_5002_5901_8010,,5901,8010
741_5002_6417_5603,,6417,5603
741_5002_6417_5848,,6417,5848
741_5002_6417_5849,,6417,5849
741_5002_6417_6104,,6417,6104
741_5002_6417_6427,,6417,6427
741_5002_6417_6497,,6417,6497
741_5002_6417_6555,,6417,6555
741_5002_6417_6595,,6417,6595
741_5002_6417_8010,,6417,8010
741_5002_6418_5603,,6418,5603
741_5002_6418_5848,,6418,5848
741_5002_6418_5849,,6418,5849
741_5002_6418_5853,,6418,5853
741_5002_6418_5854,,6418,5854
741_5002_6418_5858,,6418,5858
741_5002_6418_5859,,6418,5859
741_5002_6418_5867,,6418,5867
741_5002_6418_5901,,6418,5901
741_5002_6418_6104,,6418,6104
741_5002_6418_6417,,6418,6417
741_5002_6418_6427,,6418,6427
741_5002_6418_6429,,6418,6429
741_5002_6418_6497,,6418,6497
741_5002_6418_6555,,6418,6555
741_5002_6418_6595,,6418,6595
741_5002_6418_6656,,6418,6656
741_5002_6418_6665,,6418,6665
741_5002_6418_8010,,6418,8010
741_5002_6427_5603,,6427,5603
741_5002_6427_5848,,6427,5848
741_5002_6427_6104,,6427,6104
741_5002_6427_6497,,6427,6497
741_5002_6427_6555,,6427,6555
741_5002_6427_6595,,6427,6595
741_5002_6427_8010,,6427,8010
741_5002_6429_5603,,6429,5603
741_5002_6429_5848,,6429,5848
741_5002_6429_5849,,6429,5849
741_5002_6429_5853,,6429,5853
741_5002_6429_5854,,6429,5854
741_5002_6429_5858,,6429,5858
741_5002_6429_5859,,6429,5859
741_5002_6429_5867,,6429,5867
741_5002_6429_5901,,6429,5901
741_5002_6429_6104,,6429,6104
741_5002_6429_6417,,6429,6417
741_5002_6429_6427,,6429,6427
741_5002_6429_6497,,6429,6497
741_5002_6429_6555,,6429,6555
741_5002_6429_6595,,6429,6595
741_5002_6429_6656,,6429,6656
741_5002_6429_6665,,6429,6665
741_5002_6429_8010,,6429,8010
741_5002_6497_6104,,6497,6104
741_5002_6497_8010,,6497,8010
741_5002_6555_5603,,6555,5603
741_5002_6555_6104,,6555,6104
741_5002_6555_6497,,6555,6497
741_5002_6555_6595,,6555,6595
741_5002_6555_8010,,6555,8010
741_5002_6556_5603,,6556,5603
741_5002_6556_5847,,6556,5847
741_5002_6556_5848,,6556,5848
741_5002_6556_5849,,6556,5849
741_5002_6556_5850,,6556,5850
741_5002_6556_5853,,6556,5853
741_5002_6556_5854,,6556,5854
741_5002_6556_5858,,6556,5858
741_5002_6556_5859,,6556,5859
741_5002_6556_5867,,6556,5867
741_5002_6556_5901,,6556,5901
741_5002_6556_6104,,6556,6104
741_5002_6556_6417,,6556,6417
741_5002_6556_6418,,6556,6418
741_5002_6556_6427,,6556,6427
741_5002_6556_6429,,6556,6429
741_5002_6556_6497,,6556,6497
741_5002_6556_6555,,6556,6555
741_5002_6556_6595,,6556,6595
741_5002_6556_6656,,6556,6656
741_5002_6556_6665,,6556,6665
741_5002_6556_8010,,6556,8010
741_5002_6595_5603,,6595,5603
741_5002_6595_6104,,6595,6104
741_5002_6595_6497,,6595,6497
741_5002_6595_8010,,6595,8010
741_5002_6597_5602,,6597,5602
741_5002_6597_5603,,6597,5603
741_5002_6597_5683,,6597,5683
741_5002_6597_5847,,6597,5847
741_5002_6597_5848,,6597,5848
741_5002_6597_5849,,6597,5849
741_5002_6597_5850,,6597,5850
741_5002_6597_5853,,6597,5853
741_5002_6597_5854,,6597,5854
741_5002_6597_5858,,6597,5858
741_5002_6597_5859,,6597,5859
741_5002_6597_5867,,6597,5867
741_5002_6597_5901,,6597,5901
741_5002_6597_6104,,6597,6104
741_5002_6597_6417,,6597,6417
741_5002_6597_6418,,6597,6418
741_5002_6597_6427,,6597,6427
741_5002_6597_6429,,6597,6429
741_5002_6597_6497,,6597,6497
741_5002_6597_6555,,6597,6555
741_5002_6597_6556,,6597,6556
741_5002_6597_6595,,6597,6595
741_5002_6597_6601,,6597,6601
741_5002_6597_6656,,6597,6656
741_5002_6597_6665,,6597,6665
741_5002_6597_8010,,6597,8010
741_5002_6601_5603,,6601,5603
741_5002_6601_5847,,6601,5847
741_5002_6601_5848,,6601,5848
741_5002_6601_5849,,6601,5849
741_5002_6601_5850,,6601,5850
741_5002_6601_5853,,6601,5853
741_5002_6601_5854,,6601,5854
741_5002_6601_5858,,6601,5858
741_5002_6601_5859,,6601,5859
741_5002_6601_5867,,6601,5867
741_5002_6601_5901,,6601,5901
741_5002_6601_6104,,6601,6104
741_5002_6601_6417,,6601,6417
741_5002_6601_6418,,6601,6418
741_5002_6601_6427,,6601,6427
741_5002_6601_6429,,6601,6429
741_5002_6601_6497,,6601,6497
741_5002_6601_6555,,6601,6555
741_5002_6601_6556,,6601,6556
741_5002_6601_6595,,6601,6595
741_5002_6601_6656,,6601,6656
741_5002_6601_6665,,6601,6665
741_5002_6601_8010,,6601,8010
741_5002_6656_5603,,6656,5603
741_5002_6656_5848,,6656,5848
741_5002_6656_5849,,6656,5849
741_5002_6656_5853,,6656,5853
741_5002_6656_5859,,6656,5859
741_5002_6656_5867,,6656,5867
741_5002_6656_5901,,6656,5901
741_5002_6656_6104,,6656,6104
741_5002_6656_6417,,6656,6417
741_5002_6656_6427,,6656,6427
741_5002_6656_6497,,6656,6497
741_5002_6656_6555,,6656,6555
741_5002_6656_6595,,6656,6595
741_5002_6656_6665,,6656,6665
741_5002_6656_8010,,6656,8010
741_5002_6665_5603,,6665,5603
741_5002_6665_5848,,6665,5848
741_5002_6665_5849,,6665,5849
741_5002_6665_5853,,6665,5853
741_5002_6665_6104,,6665,6104
741_5002_6665_6417,,6665,6417
741_5002_6665_6427,,6665,6427
741_5002_6665_6497,,6665,6497
741_5002_6665_6555,,6665,6555
741_5002_6665_6595,,6665,6595
741_5002_6665_8010,,6665,8010
741_5002_7994_5602,,7994,5602
741_5002_7994_5603,,7994,5603
741_5002_7994_5683,,7994,5683
741_5002_7994_5847,,7994,5847
741_5002_7994_5848,,7994,5848
741_5002_7994_5849,,7994,5849
741_5002_7994_5850,,7994,5850
741_5002_7994_5853,,7994,5853
741_5002_7994_5854,,7994,5854
741_5002_7994_5858,,7994,5858
741_5002_7994_5859,,7994,5859
741_5002_7994_5867,,7994,5867
741_5002_7994_5901,,7994,5901
741_5002_7994_6104,,7994,6104
741_5002_7994_6417,,7994,6417
741_5002_7994_6418,,7994,6418
741_5002_7994_6427,,7994,6427
741_5002_7994_6429,,7994,6429
741_5002_7994_6497,,7994,6497
741_5002_7994_6555,,7994,6555
741_5002_7994_6556,,7994,6556
741_5002_7994_6595,,7994,6595
741_5002_7994_6597,,7994,6597
741_5002_7994_6601,,7994,6601
741_5002_7994_6656,,7994,6656
741_5002_7994_6665,,7994,6665
741_5002_7994_8010,,7994,8010
741_5002_8010_6104,,8010,6104
741_5003_1297_1303,,1297,1303
741_5003_1297_1352,,1297,1352
741_5003_1297_1910,,1297,1910
741_5003_1297_1975,,1297,1975
741_5003_1297_2004,,1297,2004
741_5003_1297_3906,,1297,3906
741_5003_1297_3907,,1297,3907
741_5003_1297_3910,,1297,3910
741_5003_1297_3913,,1297,3913
741_5003_1297_3975,,1297,3975
741_5003_1297_3978,,1297,3978
741_5003_1297_3980,,1297,3980
741_5003_1297_4026,,1297,4026
741_5003_1297_4864,,1297,4864
741_5003_1297_4865,,1297,4865
741_5003_1297_5258,,1297,5258
741_5003_1297_7073,,1297,7073
741_5003_1297_7074,,1297,7074
741_5003_1297_7078,,1297,7078
741_5003_1297_7090,,1297,7090
741_5003_1297_7186,,1297,7186
741_5003_1297_7525,,1297,7525
741_5003_1303_1352,,1303,1352
741_5003_1303_1910,,1303,1910
741_5003_1303_3906,,1303,3906
741_5003_1303_3975,,1303,3975
741_5003_1303_3978,,1303,3978
741_5003_1303_3980,,1303,3980
741_5003_1303_4026,,1303,4026
741_5003_1303_4864,,1303,4864
741_5003_1303_4865,,1303,4865
741_5003_1303_5258,,1303,5258
741_5003_1303_7073,,1303,7073
741_5003_1303_7074,,1303,7074
741_5003_1303_7078,,1303,7078
741_5003_1303_7090,,1303,7090
741_5003_1303_7186,,1303,7186
741_5003_1303_7525,,1303,7525
741_5003_1352_1910,,1352,1910
741_5003_1352_3906,,1352,3906
741_5003_1352_3975,,1352,3975
741_5003_1352_3978,,1352,3978
741_5003_1352_3980,,1352,3980
741_5003_1910_3906,,1910,3906
741_5003_1975_1303,,1975,1303
741_5003_1975_1352,,1975,1352
741_5003_1975_1910,,1975,1910
741_5003_1975_2004,,1975,2004
741_5003_1975_3906,,1975,3906
741_5003_1975_3910,,1975,3910
741_5003_1975_3913,,1975,3913
741_5003_1975_3975,,1975,3975
741_5003_1975_3978,,1975,3978
741_5003_1975_3980,,1975,3980
741_5003_1975_4026,,1975,4026
741_5003_1975_4864,,1975,4864
741_5003_1975_4865,,1975,4865
741_5003_1975_5258,,1975,5258
741_5003_1975_7073,,1975,7073
741_5003_1975_7074,,1975,7074
741_5003_1975_7078,,1975,7078
741_5003_1975_7090,,1975,7090
741_5003_1975_7186,,1975,7186
741_5003_1975_7525,,1975,7525
741_5003_2004_1303,,2004,1303
741_5003_2004_1352,,2004,1352
741_5003_2004_1910,,2004,1910
741_5003_2004_3906,,2004,3906
741_5003_2004_3910,,2004,3910
741_5003_2004_3913,,2004,3913
741_5003_2004_3975,,2004,3975
741_5003_2004_3978,,2004,3978
741_5003_2004_3980,,2004,3980
741_5003_2004_4026,,2004,4026
741_5003_2004_4864,,2004,4864
741_5003_2004_4865,,2004,4865
741_5003_2004_5258,,2004,5258
741_5003_2004_7073,,2004,7073
741_5003_2004_7074,,2004,7074
741_5003_2004_7078,,2004,7078
741_5003_2004_7090,,2004,7090
741_5003_2004_7186,,2004,7186
741_5003_2004_7525,,2004,7525
741_5003_3907_1303,,3907,1303
741_5003_3907_1352,,3907,1352
741_5003_3907_1910,,3907,1910
741_5003_3907_1975,,3907,1975
741_5003_3907_2004,,3907,2004
741_5003_3907_3906,,3907,3906
741_5003_3907_3910,,3907,3910
741_5003_3907_3913,,3907,3913
741_5003_3907_3975,,3907,3975
741_5003_3907_3978,,3907,3978
741_5003_3907_3980,,3907,3980
741_5003_3907_4026,,3907,4026
741_5003_3907_4864,,3907,4864
741_5003_3907_4865,,3907,4865
741_5003_3907_5258,,3907,5258
741_5003_3907_7073,,3907,7073
741_5003_3907_7074,,3907,7074
741_5003_3907_7078,,3907,7078
741_5003_3907_7090,,3907,7090
741_5003_3907_7186,,3907,7186
741_5003_3907_7525,,3907,7525
741_5003_3910_1303,,3910,1303
741_5003_3910_1352,,3910,1352
741_5003_3910_1910,,3910,1910
741_5003_3910_3906,,3910,3906
741_5003_3910_3913,,3910,3913
741_5003_3910_3975,,3910,3975
741_5003_3910_3978,,3910,3978
741_5003_3910_3980,,3910,3980
741_5003_3910_4026,,3910,4026
741_5003_3910_4864,,3910,4864
741_5003_3910_4865,,3910,4865
741_5003_3910_5258,,3910,5258
741_5003_3910_7073,,3910,7073
741_5003_3910_7074,,3910,7074
741_5003_3910_7078,,3910,7078
741_5003_3910_7090,,3910,7090
741_5003_3910_7186,,3910,7186
741_5003_3910_7525,,3910,7525
741_5003_3913_1303,,3913,1303
741_5003_3913_1352,,3913,1352
741_5003_3913_1910,,3913,1910
741_5003_3913_3906,,3913,3906
741_5003_3913_3975,,3913,3975
741_5003_3913_3978,,3913,3978
741_5003_3913_3980,,3913,3980
741_5003_3913_4026,,3913,4026
741_5003_3913_4864,,3913,4864
741_5003_3913_4865,,3913,4865
741_5003_3913_5258,,3913,5258
741_5003_3913_7073,,3913,7073
741_5003_3913_7074,,3913,7074
741_5003_3913_7078,,3913,7078
741_5003_3913_7090,,3913,7090
741_5003_3913_7186,,3913,7186
741_5003_3913_7525,,3913,7525
741_5003_3975_1910,,3975,1910
741_5003_3975_3906,,3975,3906
741_5003_3975_3978,,3975,3978
741_5003_3975_3980,,3975,3980
741_5003_3978_1910,,3978,1910
741_5003_3978_3906,,3978,3906
741_5003_3978_3980,,3978,3980
741_5003_3980_1910,,3980,1910
741_5003_3980_3906,,3980,3906
741_5003_4026_1352,,4026,1352
741_5003_4026_1910,,4026,1910
741_5003_4026_3906,,4026,3906
741_5003_4026_3975,,4026,3975
741_5003_4026_3978,,4026,3978
741_5003_4026_3980,,4026,3980
741_5003_4026_5258,,4026,5258
741_5003_4026_7078,,4026,7078
741_5003_4026_7090,,4026,7090
741_5003_4864_1352,,4864,1352
741_5003_4864_1910,,4864,1910
741_5003_4864_3906,,4864,3906
741_5003_4864_3975,,4864,3975
741_5003_4864_3978,,4864,3978
741_5003_4864_3980,,4864,3980
741_5003_4864_4026,,4864,4026
741_5003_4864_4865,,4864,4865
741_5003_4864_5258,,4864,5258
741_5003_4864_7078,,4864,7078
741_5003_4864_7090,,4864,7090
741_5003_4865_1352,,4865,1352
741_5003_4865_1910,,4865,1910
741_5003_4865_3906,,4865,3906
741_5003_4865_3975,,4865,3975
741_5003_4865_3978,,4865,3978
741_5003_4865_3980,,4865,3980
741_5003_4865_4026,,4865,4026
741_5003_4865_5258,,4865,5258
741_5003_4865_7078,,4865,7078
741_5003_4865_7090,,4865,7090
741_5003_5258_1352,,5258,1352
741_5003_5258_1910,,5258,1910
741_5003_5258_3906,,5258,3906
741_5003_5258_3975,,5258,3975
741_5003_5258_3978,,5258,3978
741_5003_5258_3980,,5258,3980
741_5003_7073_1352,,7073,1352
741_5003_7073_1910,,7073,1910
741_5003_7073_3906,,7073,3906
741_5003_7073_3975,,7073,3975
741_5003_7073_3978,,7073,3978
741_5003_7073_3980,,7073,3980
741_5003_7073_4026,,7073,4026
741_5003_7073_4864,,7073,4864
741_5003_7073_4865,,7073,4865
741_5003_7073_5258,,7073,5258
741_5003_7073_7074,,7073,7074
741_5003_7073_7078,,7073,7078
741_5003_7073_7090,,7073,7090
741_5003_7073_7186,,7073,7186
741_5003_7073_7525,,7073,7525
741_5003_7074_1352,,7074,1352
741_5003_7074_1910,,7074,1910
741_5003_7074_3906,,7074,3906
741_5003_7074_3975,,7074,3975
741_5003_7074_3978,,7074,3978
741_5003_7074_3980,,7074,3980
741_5003_7074_4026,,7074,4026
741_5003_7074_4864,,7074,4864
741_5003_7074_4865,,7074,4865
741_5003_7074_5258,,7074,5258
741_5003_7074_7078,,7074,7078
741_5003_7074_7090,,7074,7090
741_5003_7078_1352,,7078,1352
741_5003_7078_1910,,7078,1910
741_5003_7078_3906,,7078,3906
741_5003_7078_3975,,7078,3975
741_5003_7078_3978,,7078,3978
741_5003_7078_3980,,7078,3980
741_5003_7078_5258,,7078,5258
741_5003_7090_1352,,7090,1352
741_5003_7090_1910,,7090,1910
741_5003_7090_3906,,7090,3906
741_5003_7090_3975,,7090,3975
741_5003_7090_3978,,7090,3978
741_5003_7090_3980,,7090,3980
741_5003_7090_5258,,7090,5258
741_5003_7090_7078,,7090,7078
741_5003_7186_1352,,7186,1352
741_5003_7186_1910,,7186,1910
741_5003_7186_3906,,7186,3906
741_5003_7186_3975,,7186,3975
741_5003_7186_3978,,7186,3978
741_5003_7186_3980,,7186,3980
741_5003_7186_4026,,7186,4026
741_5003_7186_4864,,7186,4864
741_5003_7186_4865,,7186,4865
741_5003_7186_5258,,7186,5258
741_5003_7186_7074,,7186,7074
741_5003_7186_7078,,7186,7078
741_5003_7186_7090,,7186,7090
741_5003_7186_7525,,7186,7525
741_5003_7525_1352,,7525,1352
741_5003_7525_1910,,7525,1910
741_5003_7525_3906,,7525,3906
741_5003_7525_3975,,7525,3975
741_5003_7525_3978,,7525,3978
741_5003_7525_3980,,7525,3980
741_5003_7525_4026,,7525,4026
741_5003_7525_4864,,7525,4864
741_5003_7525_4865,,7525,4865
741_5003_7525_5258,,7525,5258
741_5003_7525_7074,,7525,7074
741_5003_7525_7078,,7525,7078
741_5003_7525_7090,,7525,7090
741_5004_3906_3913,,3906,3913
741_5004_3906_3916,,3906,3916
741_5004_3906_3919,,3906,3919
741_5004_3906_3922,,3906,3922
741_5004_3906_3928,,3906,3928
741_5004_3906_3944,,3906,3944
741_5004_3906_3949,,3906,3949
741_5004_3906_3963,,3906,3963
741_5004_3906_3968,,3906,3968
741_5004_3906_3971,,3906,3971
741_5004_3906_3974,,3906,3974
741_5004_3906_3975,,3906,3975
741_5004_3906_6102,,3906,6102
741_5004_3906_6104,,3906,6104
741_5004_3906_6167,,3906,6167
741_5004_3906_6171,,3906,6171
741_5004_3906_6172,,3906,6172
741_5004_3906_6178,,3906,6178
741_5004_3906_6179,,3906,6179
741_5004_3906_6345,,3906,6345
741_5004_3906_6370,,3906,6370
741_5004_3906_6372,,3906,6372
741_5004_3906_7194,,3906,7194
741_5004_3913_3916,,3913,3916
741_5004_3913_3919,,3913,3919
741_5004_3913_3922,,3913,3922
741_5004_3913_3928,,3913,3928
741_5004_3913_3944,,3913,3944
741_5004_3913_3949,,3913,3949
741_5004_3913_3963,,3913,3963
741_5004_3913_3968,,3913,3968
741_5004_3913_3971,,3913,3971
741_5004_3913_3974,,3913,3974
741_5004_3913_3975,,3913,3975
741_5004_3913_6102,,3913,6102
741_5004_3913_6104,,3913,6104
741_5004_3913_6167,,3913,6167
741_5004_3913_6171,,3913,6171
741_5004_3913_6172,,3913,6172
741_5004_3913_6178,,3913,6178
741_5004_3913_6179,,3913,6179
741_5004_3913_6345,,3913,6345
741_5004_3913_6370,,3913,6370
741_5004_3913_6372,,3913,6372
741_5004_3913_7194,,3913,7194
741_5004_3916_3919,,3916,3919
741_5004_3916_3922,,3916,3922
741_5004_3916_3928,,3916,3928
741_5004_3916_3944,,3916,3944
741_5004_3916_3949,,3916,3949
741_5004_3916_3963,,3916,3963
741_5004_3916_3968,,3916,3968
741_5004_3916_3971,,3916,3971
741_5004_3916_3974,,3916,3974
741_5004_3916_3975,,3916,3975
741_5004_3916_6104,,3916,6104
741_5004_3916_6167,,3916,6167
741_5004_3916_6171,,3916,6171
741_5004_3916_6178,,3916,6178
741_5004_3916_6179,,3916,6179
741_5004_3916_6345,,3916,6345
741_5004_3916_6370,,3916,6370
741_5004_3916_6372,,3916,6372
741_5004_3916_7194,,3916,7194
741_5004_3919_3922,,3919,3922
741_5004_3919_3928,,3919,3928
741_5004_3919_3944,,3919,3944
741_5004_3919_3949,,3919,3949
741_5004_3919_3963,,3919,3963
741_5004_3919_3968,,3919,3968
741_5004_3919_3971,,3919,3971
741_5004_3919_3974,,3919,3974
741_5004_3919_3975,,3919,3975
741_5004_3919_6104,,3919,6104
741_5004_3919_6167,,3919,6167
741_5004_3919_6171,,3919,6171
741_5004_3919_6178,,3919,6178
741_5004_3919_6179,,3919,6179
741_5004_3919_6345,,3919,6345
741_5004_3919_6370,,3919,6370
741_5004_3919_6372,,3919,6372
741_5004_3919_7194,,3919,7194
741_5004_3922_3928,,3922,3928
741_5004_3922_3944,,3922,3944
741_5004_3922_3949,,3922,3949
741_5004_3922_3963,,3922,3963
741_5004_3922_3968,,3922,3968
741_5004_3922_3971,,3922,3971
741_5004_3922_3974,,3922,3974
741_5004_3922_3975,,3922,3975
741_5004_3922_6104,,3922,6104
741_5004_3922_6178,,3922,6178
741_5004_3922_6179,,3922,6179
741_5004_3922_6345,,3922,6345
741_5004_3922_6370,,3922,6370
741_5004_3922_6372,,3922,6372
741_5004_3922_7194,,3922,7194
741_5004_3928_3944,,3928,3944
741_5004_3928_3949,,3928,3949
741_5004_3928_3963,,3928,3963
741_5004_3928_3968,,3928,3968
741_5004_3928_3971,,3928,3971
741_5004_3928_3974,,3928,3974
741_5004_3928_3975,,3928,3975
741_5004_3928_6104,,3928,6104
741_5004_3928_6178,,3928,6178
741_5004_3928_6179,,3928,6179
741_5004_3928_6345,,3928,6345
741_5004_3928_6370,,3928,6370
741_5004_3928_6372,,3928,6372
741_5004_3928_7194,,3928,7194
741_5004_3944_3949,,3944,3949
741_5004_3944_3963,,3944,3963
741_5004_3944_3968,,3944,3968
741_5004_3944_3971,,3944,3971
741_5004_3944_3974,,3944,3974
741_5004_3944_3975,,3944,3975
741_5004_3944_6104,,3944,6104
741_5004_3944_6178,,3944,6178
741_5004_3944_6345,,3944,6345
741_5004_3944_6370,,3944,6370
741_5004_3944_6372,,3944,6372
741_5004_3944_7194,,3944,7194
741_5004_3949_3963,,3949,3963
741_5004_3949_3968,,3949,3968
741_5004_3949_3971,,3949,3971
741_5004_3949_3974,,3949,3974
741_5004_3949_3975,,3949,3975
741_5004_3949_6104,,3949,6104
741_5004_3949_6178,,3949,6178
741_5004_3949_6345,,3949,6345
741_5004_3949_6370,,3949,6370
741_5004_3949_6372,,3949,6372
741_5004_3949_7194,,3949,7194
741_5004_3963_3968,,3963,3968
741_5004_3963_3971,,3963,3971
741_5004_3963_3974,,3963,3974
741_5004_3963_3975,,3963,3975
741_5004_3963_6104,,3963,6104
741_5004_3963_6178,,3963,6178
741_5004_3963_6345,,3963,6345
741_5004_3963_6370,,3963,6370
741_5004_3963_6372,,3963,6372
741_5004_3968_3971,,3968,3971
741_5004_3968_3974,,3968,3974
741_5004_3968_3975,,3968,3975
741_5004_3968_6104,,3968,6104
741_5004_3968_6345,,3968,6345
741_5004_3968_6370,,3968,6370
741_5004_3968_6372,,3968,6372
741_5004_3971_3974,,3971,3974
741_5004_3971_3975,,3971,3975
741_5004_3971_6104,,3971,6104
741_5004_3971_6345,,3971,6345
741_5004_3974_3975,,3974,3975
741_5004_3974_6104,,3974,6104
741_5004_3974_6345,,3974,6345
741_5004_6102_3916,,6102,3916
741_5004_6102_3919,,6102,3919
741_5004_6102_3922,,6102,3922
741_5004_6102_3928,,6102,3928
741_5004_6102_3944,,6102,3944
741_5004_6102_3949,,6102,3949
741_5004_6102_3963,,6102,3963
741_5004_6102_3968,,6102,3968
741_5004_6102_3971,,6102,3971
741_5004_6102_3974,,6102,3974
741_5004_6102_3975,,6102,3975
741_5004_6102_6104,,6102,6104
741_5004_6102_6167,,6102,6167
741_5004_6102_6171,,6102,6171
741_5004_6102_6172,,6102,6172
741_5004_6102_6178,,6102,6178
741_5004_6102_6179,,6102,6179
741_5004_6102_6345,,6102,6345
741_5004_6102_6370,,6102,6370
741_5004_6102_6372,,6102,6372
